"The number of entries per field is limited to 10 for this overview. If you want the whole information you can use the API or the ""Download selection"" menu on the Webpage."

ID,designation_header,strain_number_header,is_type_strain_header,species,"Gram stain"
166413,Ha5,"DSM 106907, LMG 30589, NBRC 113643, KCTC 62952",1,"Oecophyllibacter saccharovorans",negative
133086,"SM 30","DSM 102969, NBRC 111955",1,"Oharaeibacter diazotrophicus",negative
140604,,"JCM 30904, KCCM 43131, MEBiC 09124",1,"Oleiagrimonas citrea",negative
140605,3.5X,"NBRC 110685, KCTC 42351, CPCC 100614, DSM 107085",1,"Oleiagrimonas soli",negative
11298,2O1,"DSM 24913, BTCC B-675, NBRC 105760",1,"Oleibacter marinus",negative
4150,AL1,"DSM 16109, NCIMB 13491",1,"Oleidesulfovibrio alaskensis",negative
159703,NVT,"ATCC BAA 2697, DSM 29249",1,"Oleiharenicola alkalitolerans",negative
166170,NAU-10,"KCTC 62417, CCTCC AB 2018015",1,"Oleisolibacter albus",negative
356,,"DSM 18253, ATCC 43534, CCM 4583, CCUG 1465Aa, CDC C379, CIP 103114, LMG 6519, NCTC 11997, CCUG 1465 A",1,"Oligella ureolytica",negative
355,MC213,"DSM 7531, ATCC 17960, CCUG 13463, LMG 5303, CDC 7603, JCM 20913, CCUG 37823, CIP 103116, IAM 13553, IFO 14589, LMG 1015, NBRC 14589, NCTC 12964",1,"Oligella urethralis",negative
23458,8KG-4,"DSM 24202, JCM 17152, CGMCC 1.5160, KCTC 15378",1,"Oligosphaera ethanolica",negative
133318,CC-KYC063,"BCRC 80939, JCM 31198",1,"Olivibacter composti",negative
14138,DC-186,"DSM 18733, CCUG 54353, LMG 23837, CIP 109620",1,"Olivibacter domesticus",negative
134299,,"KCTC 12646, LMG 23491, Gsoil 060",1,"Olivibacter ginsengisoli",negative
159786,BS18,"KACC 16612, JCM 18200",1,"Olivibacter ginsenosidimutans",negative
133862,14-2A,"KCTC 23098, CCTCC AB 2010105",1,"Olivibacter jilunii",negative
14091,AW-6,"DSM 17696, CECT 7133",1,"Olivibacter sitiensis",negative
134298,M1-03,"KCTC 12645, LMG 23492, Gsoil 034",1,"Olivibacter soli",negative
134297,,"KCTC 12644, LMG 23494, Jip 13",1,"Olivibacter terrae",negative
140563,"3Alg 18","KCTC 22024, KMM 6133, DSM 109192",1,"Olleya algicola",negative
5727,L-4,"DSM 24464, CCUG 58074, KCTC 22661",1,"Olleya aquimaris",negative
5726,,"DSM 25196, ACAM 1065, CIP 108537, CAM 030",1,"Olleya marilimosa",negative
24049,WT-MY15,"DSM 28881, CCUG 61507, KCTC 23673",1,"Olleya namhaensis",negative
24796,C7,"DSM 27928, JCM 18050, KACC 16544",1,"Orbus sasakiae",negative
506,P3M-1,"DSM 23815, VKM B-2669",1,"Ornatilinea apprima",negative
140788,EPL6,"LMG 28427, CECT 8927, CCUG 62476",1,"Oryzisolibacter propanilivorax",negative
133342,TPP412,"BCRC 80905, JCM 30814",1,"Oryzomicrobium terrae",negative
133851,GH1,"KCTC 15176, NBRC 108824, JCM 18333, DSM 113516",1,"Oscillibacter ruminantium",negative
17691,"Sjm 18-20","DSM 18026, NBRC 101213",1,"Oscillibacter valericigenes",negative
11759,Baika1,"DSM 23800, CCUG 59994",1,"Otariodibacter oris",negative
157756,SK3863,"DSM 105395, KCCM 43236",1,"Ottowia konkukae",negative
159829,KADR8-3,"KACC 19325, NBRC 113109",1,"Ottowia oryzae",negative
2979,K11,"DSM 14619, JCM 11629",1,"Ottowia thiooxydans",negative
3250,,"DSM 17368, JCM 12287, NRRL B-23963, UST 20020801, CIP 108786",1,"Owenweeksia hongkongensis",negative
140738,KJ21,"KACC 19098, JCM 31805",1,"Pacificibacter aestuarii",negative
13772,HDW-9,"DSM 25228, CCUG 58403, KCTC 22805",1,"Pacificibacter marinus",negative
133980,,"KACC 16840, JCM 18423, KBL 009, CIP 110818",1,"Paenalcaligenes hermetiae",negative
22906,,"DSM 26613, CCUG 53761, CCUG 53761 A, CCM 7698",1,"Paenalcaligenes hominis",negative
140618,L14,"CGMCC 1.15420, JCM 31170",1,"Paenibacillus aceti",negative
11575,MH21,"DSM 15890, ATCC BAA 844, CIP 109447, KCTC 13749",1,"Paenibacillus anaericanus",negative
140474,CBM1,"KCTC 33844, JCM 31620",1,"Paenibacillus apis",negative
11552,KK19,"DSM 13188, CCUG 43137, KCTC 3805, CIP 107056",1,"Paenibacillus borealis",negative
11582,B1768,"DSM 16945, CIP 108109, LMG 18439, SSI 068",1,"Paenibacillus cineris",negative
11581,B1718,"DSM 16944, CIP 108110, LMG 18419, SSI 018",1,"Paenibacillus cookii",negative
166418,DXL2,"KCTC 33976, CCTCC AB 2018054",1,"Paenibacillus flagellatus",negative
11616,PC-147,"DSM 18784, CIP 110609, LMG 23886, NBRC 102415",1,"Paenibacillus humicus",negative
140475,LAH16,"KCTC 33832, JCM 31621",1,"Paenibacillus intestini",negative
158786,S8,"KCTC 33848, JCM 31672",1,"Paenibacillus mobilis",negative
159846,RA17,"KCTC 33894, CCTCC AB 2017053",1,"Paenibacillus montanisoli",negative
11598,MC10,"DSM 18200, CCUG 50090, GTC 1835, JCM 12774, CIP 108936, KCTC 3992",1,"Paenibacillus motobuensis",negative
11505,1480D,"DSM 24461, CIP 105815, HSCC 1605, KCTC 3870, VKM B-1480D, VKPM B-7519",1,"Paenibacillus mucilaginosus",negative
133784,L10,"KACC 16203, JCM 17814",1,"Paenibacillus oceanisediminis",negative
164567,,"JCM 33462, KCOM 3021, ChDC PVNT-B20",1,"Paenibacillus oralis",negative
11631,4401170,"DSM 22280, CCUG 53519, CIP 109358",1,"Paenibacillus provencensis",negative
24292,P-1,"DSM 26806, CIP 110571, KCTC 33126, NBRC 109471",1,"Paenibacillus shirakamiensis",negative
132640,LOOC204,"DSM 101953, JCM 30974, MAFF 516319",1,"Paenibacillus silagei",negative
134006,THMBG22,"CGMCC 1.10966, NBRC 108766",1,"Paenibacillus taihuensis",negative
11657,B27,"DSM 22342, CGMCC 1.8946, CIP 110617",1,"Paenibacillus tianmuensis",negative
158699,CJ11,"KACC 19304, JCM 32080",1,"Paenibacillus translucens",negative
11630,5402403,"DSM 22281, CCUG 53521, CIP 109357",1,"Paenibacillus urinalis",negative
11601,R-16776,"DSM 18334, CIP 108306, LMG 22176",1,"Paenibacillus wynnii",negative
158816,J-3,"KCTC 33926, CGMCC 1.16455",1,"Paenibacillus yanchengensis",negative
166455,3-5-3,"CGMCC 1.13686, KCTC 33998",1,"Paenibacillus zeisoli",negative
166228,JBTF-M29,"KACC 19867, NBRC 113548",1,"Paenimaribius caenipelagi",negative
22941,Sa-25,"DSM 22336, CCM 7656, CCUG 57736",1,"Paenochrobactrum gallinarii",negative
134370,Pi26,"KMM 3858, NRIC 0733, JCM 15115",1,"Paenochrobactrum glaciei",negative
13826,B33,"DSM 26347, CECT 7066, LMG 22959",1,"Palleronia marisminoris",negative
12496,,"DSM 17365, JCM 13257, CCUG 53888, WB 4",1,"Paludibacter propionicigenes",negative
130825,KBP-21,"DSM 29672, BCRC 80514, KCTC 32182, LMG 27230",1,"Paludibacterium paludis",negative
140824,KJ031,"KCTC 42852, CECT 8976",1,"Paludibacterium purpuratum",negative
10525,5YN8-15,"DSM 18731, KACC 11601",1,"Paludibacterium yongneupense",negative
132417,PX4,"DSM 28747, VKM B-2904",1,"Paludisphaera borealis",negative
166353,JC670,"KCTC 72850, NBRC 114339",1,"Paludisphaera soli",negative
132637,"GS 1550","DSM 18138, JCM 31452, KCTC 12658, Gsoil 1550",1,"Panacibacter ginsenosidivorans",negative
2059,,"DSM 16535, CCM 4976, CCUG 38412, CIP 106627, LMG 16407",1,"Pandoraea apista",negative
2062,KOx,"DSM 23572, CCM 2766, NBRC 106092",1,"Pandoraea faecigallinarum",negative
2056,"R2, UBM 101","DSM 11628, CCUG 39188, LMG 18379, CIP 39188, JCM 10565, ATCC BAA 65, CIP 105463",1,"Pandoraea norimbergensis",negative
2063,TA25,"DSM 23570, CCM 7677, NBRC 106091, NEU 105",1,"Pandoraea oxalativorans",negative
2060,,"DSM 16536, CCM 4978, CCUG 38742, CIP 106626, LMG 18087",1,"Pandoraea pnomenusa",negative
2058,"FC 330","DSM 16583, CCM 4979, CCUG 38759, CIP 106625, LMG 18106",1,"Pandoraea pulmonicola",negative
2057,,"ATCC BAA 64, DSM 21091, CCUG 45026, CIP 107268, LMG 18819, NCTC 13161",1,"Pandoraea sputorum",negative
140630,SE-S21,"JCM 30137, KACC 18127, LMG 30175",1,"Pandoraea terrae",negative
2061,ATSB16,"DSM 25325, KACC 12757, LMG 24779",1,"Pandoraea thiooxydans",negative
2066,"561, NS15","DSM 23571, CCM 7667, NBRC 106088",1,"Pandoraea vervacti",negative
159698,Q4.6,"CGMCC 1.15703, KCTC 52466",1,"Pannonibacter carbonis",negative
13692,C6/19,"DSM 14782, NCAIM B02025, CCUG 54624",1,"Pannonibacter phragmitetus",negative
13690,C6/8,"DSM 14780, NCAIM B02027",0,"Pannonibacter phragmitetus",negative
13691,C6/17,"DSM 14781, NCAIM B02026",0,"Pannonibacter phragmitetus",negative
5017,BD390,"DSM 25133, LMG 24248",1,"Pantoea allii",negative
5008,"BD 871","DSM 23080, LMG 2558, NCPPB 1682",1,"Pantoea anthophila",negative
5009,"BD 767, R-31523","DSM 23079, BCC 109, LMG 24200",1,"Pantoea deleyi",negative
5010,"BD 769, R-25678","DSM 23077, BCC 076, LMG 24197",1,"Pantoea eucalypti",negative
23003,"BD 943","DSM 26611, LMG 26273, BCC 571",1,"Pantoea rodasii",negative
5011,"BD 765, R-21566","DSM 23078, BCC 105, LMG 24199",1,"Pantoea vagans",negative
23005,"BD 946","DSM 26586, BCC 682, LMG 26277",1,"Pantoea wallisii",negative
12502,NS31-3,"DSM 24967, JCM 17797",1,"Parabacteroides chartae",negative
24336,ST166,"DSM 29073, CCUG 62154, JCM 17104",1,"Parabacteroides chinchillae",negative
12500,,"DSM 19448, ATCC BAA 1180, CCUG 48944, JCM 13446, KCTC 15612, WAL 12034",1,"Parabacteroides goldsteinii",negative
12501,MS-1,"DSM 23371, CCUG 57478, JCM 15724, KCTC 15149",1,"Parabacteroides gordonii",negative
12498,M-165,"DSM 18315, CIP 109537, JCM 13406, CCUG 54943",1,"Parabacteroides johnsonii",negative
133586,SA33,"NBRC 101816, VTCC D6-6",1,"Paraburkholderia acidipaludis",negative
158708,BN5,"KACC 19419, JCM 32303",1,"Paraburkholderia aromaticivorans",negative
166311,,"ABIP 236, LMG 31643, CNPSo 3155",1,"Paraburkholderia atlantica",negative
158593,NF2-5-3,"KACC 18968, LMG 29961",1,"Paraburkholderia azotifigens",negative
1980,1S18,"DSM 23487, CCUG 52993, LMG 23644",1,"Paraburkholderia bryophila",negative
133179,CF1,"LMG 28690, CGMCC 1.15103",1,"Paraburkholderia caffeinilytica",negative
158824,HM451,"GDMCC 1.1190, LMG 30092",1,"Paraburkholderia caseinilytica",negative
130228,NKMU-JPY461,"DSM 29787, BCRC 80259, JPY 461, KCTC 23308, LMG 26031",1,"Paraburkholderia diazotrophica",negative
166508,DHOA04,"KCTC 42627, LMG 28839",1,"Paraburkholderia dinghuensis",negative
166312,,"ABIP 241, LMG 31644, CNPSo 3157",1,"Paraburkholderia franconis",negative
159875,,"LMG 27177, HAMBI 3356, WSM 4178",1,"Paraburkholderia fynbosensis",negative
1975,KMY03,"DSM 21638, CCUG 54571, KCTC 12389, LMG 24044, NBRC 100965",1,"Paraburkholderia ginsengisoli",negative
133562,SA41,"NBRC 101817",1,"Paraburkholderia heleia",negative
1979,A3,"DSM 23488, CCUG 53006, LMG 23650",1,"Paraburkholderia megapolitana",negative
1972,PAS44,"DSM 21841, BCRC 17516, CCUG 54296, LMG 23256",1,"Paraburkholderia mimosarum",negative
1978,,"DSM 21604, BCRC 17575, LMG 23741, CCUG 54299, BR Br3437, BR 3437",1,"Paraburkholderia nodosa",negative
1991,OX-01,"DSM 22550, LMG 26376, NBRC 105797",1,"Paraburkholderia oxyphila",negative
166291,7MH5,"GDMCC 1.1450, KACC 19962",1,"Paraburkholderia pallida",negative
133220,DHOK13,"KCTC 42626, LMG 28846",1,"Paraburkholderia pallidirosea",negative
164192,,"JCM 32098, KCTC 52951, DCY 113",1,"Paraburkholderia panacisoli",negative
166419,7QSK02,"GDMCC 1.1283, CGMCC 1.15470, KCTC 62473",1,"Paraburkholderia phosphatilytica",negative
1966,PsJN,"DSM 17436, CCUG 49060, LMG 22146, CIP 108762",1,"Paraburkholderia phytofirmans",negative
133350,,"DSM 101189, LMG 29163, STM 7183",1,"Paraburkholderia piptadeniae",negative
133968,,"LMG 27174, HAMBI 3354, WSM 3937",1,"Paraburkholderia rhynchosiae",negative
1988,,"DSM 23623, BCRC 17587, LMG 24235, CCUG 58093, BR Br3407, BR 3407",1,"Paraburkholderia sabiae",negative
1981,RP007,"DSM 23088, CCUG 53604, ICMP 13529, LMG 24000",1,"Paraburkholderia sartisoli",negative
1982,HU2-65W,"DSM 21400, KCTC 22086, LMG 24238, CCUG 56490",1,"Paraburkholderia sediminicola",negative
1973,SRMrh-20,"DSM 21840, ATCC BAA 1244, CCUG 54297, LMG 23149",1,"Paraburkholderia silvatlantica",negative
166290,"4 M-K11","GDMCC 1.1284, CGMCC 1.15450, KACC 19961, LMG 29217",1,"Paraburkholderia silviterrae",negative
133969,,"LMG 27175, HAMBI 3357, WSM 5005",1,"Paraburkholderia sprentiae",negative
166467,DHOC27,"LMG 30263, GDMCC 1.1281",1,"Paraburkholderia telluris",negative
1968,KMY02,"DSM 17804, KCTC 12388, NBRC 100964, CCUG 54786",1,"Paraburkholderia terrae",negative
1944,PPe8,"DSM 15359, ATCC BAA 831, BR 11366, LMG 21772, LMG 22274, CCUG 54298, LMG 21393",1,"Paraburkholderia tropica",negative
1961,MTI-641,"DSM 17197, ATCC BAA 744, CIP 107921",1,"Paraburkholderia unamae",negative
1965,LB400,"DSM 17367, CCUG 46959, CIP 108558, LMG 21463, NRRL B-18064",1,"Paraburkholderia xenovorans",negative
166259,24,"CCTCC AB 2018057, KACC 19692",1,"Paracandidimonas caeni",negative
140306,IMT-305,"DSM 100048, CCM 8599, CIP 110902, LMG 28740",1,"Paracandidimonas soli",negative
166175,N24,"KCTC 62083, MCCC 1H00301",1,"Paracnuella aquatica",negative
140628,SCU-M53,"KCTC 42932, CGMCC 1.15419",1,"Paracoccus acridae",negative
140969,"11410, 011410","CFCC 14285, KCTC 42845",1,"Paracoccus aerius",negative
13727,B7,"DSM 19484, JCM 15119, KCTC 22049, BCRC 80158",1,"Paracoccus aestuarii",negative
140807,GHD-30,"KCTC 52214, NBRC 111993",1,"Paracoccus aestuariivivens",negative
158707,LB2,"KCTC 62138, NBRC 113023",1,"Paracoccus alimentarius",negative
141078,0511ARD5E5,"LMG 27962, CECT 8482",1,"Paracoccus cavernae",negative
133454,KS-11,"CGMCC 1.7655, NBRC 104937",1,"Paracoccus chinensis",negative
133282,"WPAn02, RKI16-01929","RKI 16-01929, LMG 29738, CCM 8701, CIP 111112",1,"Paracoccus contaminans",negative
133625,22-May,"KCTC 22803, CCUG 58401",1,"Paracoccus fistulariae",negative
159700,MVW-1,"BCRC 80974, LMG 29554, KCTC 52239",1,"Paracoccus fontiphilus",negative
166511,M1-83,"LMG 30633, CIP 111624, CCM 8857",1,"Paracoccus haematequi",negative
134094,LMGP-21903,"KCCM 10460, BC 74171",1,"Paracoccus haeundaensis",negative
134285,HN-182,"CGMCC 1.6117, JCM 14014",1,"Paracoccus halophilus",negative
140480,THG-T2.8,"KACC 18932, CCTCC AB 2016181",1,"Paracoccus hibisci",negative
140949,THG-T2.31,"KACC 18933, CCTCC AB 2016182",1,"Paracoccus hibiscisoli",negative
133889,FLN-7,"KACC 16242, ACCC 05690",1,"Paracoccus huijuniae",negative
13729,SW-3,"DSM 22220, BCRC 17967, LMG 25205",1,"Paracoccus isoporae",negative
134117,Ch05,"KCTC 12238, IAM 15216, JCM 21670, NBRC 102292",1,"Paracoccus koreensis",negative
133753,"KEMC5401-184, NB88","JCM 17370, KEMC 5401-184",1,"Paracoccus limosus",negative
158752,GHD-05,"KCTC 52978, NBRC 112902",1,"Paracoccus litorisediminis",negative
140973,gyp-1,"BCRC 80920, LMG 29172, KCTC 42899",1,"Paracoccus mangrovi",negative
134263,KKL-A5,"NBRC 100637, CIP 108500",1,"Paracoccus marinus",negative
166193,I-41R45,"CCM 8875, CIP 111632",1,"Paracoccus nototheniae",negative
133816,"CC-CCM15-8, CC-M15-8","LMG 26205, CCM 7904, CCUG 60723, DSM 24468",1,"Paracoccus rhizosphaerae",negative
159773,WN007,"KCTC 52851, ACCC 19972",1,"Paracoccus salipaludis",negative
13728,,"DSM 18447, CCTCC AB 206074, KCTC 22163, YIM 90738",1,"Paracoccus saliphilus",negative
166454,DSL-16,"KCTC 62644, MCCC 1K03534",1,"Paracoccus sediminilitoris",negative
158753,LP91,"KCTC 42938, CCM 8696, MCC 3128, DSM 101680",1,"Paracoccus sordidisoli",negative
133615,Zy-3,"ACCC 05413, HAMBI 3106",1,"Paracoccus sphaerophysae",negative
166470,GY0581,"KCTC 42710, MCCC 1A10575",1,"Paracoccus subflavus",negative
160592,BM15,"DSM 107723, KCTC 72032, JCM 33289",1,"Paracoccus tegillarcae",negative
133854,Tibet-S9a3,"CGMCC 1.8925, NBRC 105667",1,"Paracoccus tibetensis",negative
141106,AFRC7-2-1,"MCCC 1A11748, KCTC 52632, NBRC 112785",1,"Paraferrimonas haliotis",negative
134209,Mok-106,"NBRC 101628, CIP 109284",1,"Paraferrimonas sedimenticola",negative
140552,T16E-198,"KACC 18786, JCM 31601",1,"Parafilimonas rhizosphaerae",negative
164451,5GH32-13,"JCM 33061, KACC 17331",1,"Paraflavitalea soli",negative
158754,JDTF-33,"KCTC 52838, NBRC 112782",1,"Paraglaciecola aestuariivivens",negative
134227,NO2,"KCTC 12755, LMG 23762",1,"Paraglaciecola agarilytica",negative
140314,S66,"DSM 102834, LMG 29457, NCIMB 15060",1,"Paraglaciecola hydrolytica",negative
156652,162Z-12,"CCUG 63891, LMG 27453, KCTC 32337",1,"Paraglaciecola oceanifecundans",negative
453,,"DSM 16457, CIP 108324, LMG 21857, ARK 150",1,"Paraglaciecola polaris",negative
140575,S2-26,"KACC 18801, JCM 31547",1,"Parahaliea aestuarii",negative
497,7SM29,"DSM 21924, CECT 7447",1,"Parahaliea mediterranea",negative
8214,A3F-7,"DSM 19956, MBIC 06429",1,"Paramoritella alkaliphila",negative
133938,,"KCCM 42977, JCM 18292, MEBiC 06500",1,"Paramoritella sediminis",negative
166331,D4M1,"MCCC 1K03820, KCTC 72285",1,"Paroceanicella profunda",negative
14136,4M40,"DSM 22900, JCM 15978, KACC 10972",1,"Parapedobacter composti",negative
158755,WY-1,"NBRC 112611, CGMCC 1.15342",1,"Parapedobacter defluvii",negative
140559,N5SSJ16,"KCTC 54216",1,"Parapedobacter deserti",negative
134221,,"KCTC 12643, LMG 23493, Jip 14",1,"Parapedobacter koreensis",negative
14137,4M29,"DSM 22899, JCM 15977, KACC 10955",1,"Parapedobacter luteus",negative
141040,T16R-256,"KACC 18788, JCM 31602",1,"Parapedobacter lycopersici",negative
132159,P-4,"DSM 102942, CGMCC 1.12195, NBRC 109113",1,"Parapedobacter pyrenivorans",negative
134288,,"KCTC 12984, LMG 24069, DCY 14",1,"Parapedobacter soli",negative
8210,RL-2,"DSM 26022, CCUG 59307, KCTC 23145",1,"Paraperlucidibaca baekdonensis",negative
130462,WT-RY4,"DSM 29662, CCUG 63419, KCTC 32216",1,"Paraperlucidibaca wandonensis",negative
140981,DCSW07,"KCTC 52369, MCCC 1K03197, JCM 31458, CGMCC 1.15762, DSM 108666",1,"Salipiger pallidus",negative
139573,,"CIP 111031, KCTC 52126, MCCC 1A01886",1,"Paraphotobacterium marinum",negative
12569,,"DSM 19731, JCM 14859, YIT 11840",1,"Paraprevotella clara",negative
12570,,"DSM 19681, JCM 14860, YIT 11841, KCTC 15152",1,"Paraprevotella xylaniphila",negative
386,"Ch-07, Ch07","DSM 18079, KCTC 12668, LMG 24012",1,"Parapusillimonas granuli",negative
166116,FJ4-8,"KCTC 62640, CCTCC AB 2018052",1,"Pararcticibacter amylolyticus",negative
140603,NAQVI-59,"DSM 103442, LMG 29675, NAQVI 59",1,"Pararhizobium antarcticum",negative
166097,ZQ420,"KCTC 62579, MCCC 1K03530",0,"Pararhodobacter marinus",negative
166450,AM505,"KCTC 62407, MCCC 1H00289",1,"Pararhodobacter oceanensis",negative
133978,JA318,"KCTC 5960, NBRC 107573",1,"Pararhodospirillum oryzae",negative
14013,JA143,"DSM 19785, NBRC 104433",1,"Pararhodospirillum sulfurexigens",negative
158525,,"KCTC 23736, CECT 8010, HME 6815",1,"Parasediminibacterium paludis",negative
133503,RHYL-37,"CCTCC AB 208240, KCTC 22561",1,"Parasegetibacter luojiensis",negative
166468,C51,"MCCC 1K03463, KCTC 62318",1,"Parashewanella curva",negative
161846,,"JCM 16653, KCCM 43304, MEBiC 05444",1,"Parashewanella tropica",negative
141041,ATAX6-5,"KACC 18993, JCM 31719",1,"Parasphingopyxis algicola",negative
14299,,"DSM 26725, JCM 15549, NCIMB 14486, JAMH 0132",1,"Parasphingopyxis lamellibrachiae",negative
17830,,"CCUG 58418, JCM 15078, DSM 21040, KCTC 15162, YIT 11859, CIP 110024",1,"Parasutterella excrementihominis",negative
133637,,"DSM 22575, JCM 16078, YIT 12071, KCTC 15703",1,"Parasutterella secunda",negative
13869,,"DSM 23209, JCM 16666, EPR 92",1,"Parvibaculum hydrocarboniclasticum",negative
13868,P31,"DSM 25305, CCTCC AB 208230, LMG 24712, MCCC 1A01132",1,"Parvibaculum indicum",negative
13867,DS-1,"DSM 13023, KCTC 22775, NCIMB 13966",1,"Parvibaculum lavamentivorans",negative
166313,HXT-9,"CCTCC AB 2019273, KCTC 72547",1,"Parvibaculum sedimenti",negative
158709,,"BCRC 81053, LMG 30055, KCTC 52814, KMB 9",1,"Parvibium lacunae",negative
132152,SH25,"DSM 102850, CCTCC AB 2010355, LMG 26158, MCCC 1A06534",1,"Parvularcula dongshanensis",negative
132998,NH6-79,"DSM 105303, CGMCC 1.14984, JCM 30557, MCCC 1K00277",1,"Aquisalinus luteolus",negative
133452,CC-MMS-1,"BCRC 17814, KCTC 22245",1,"Parvularcula lutaonensis",negative
166173,SM1705,"KCTC 62795, MCCC 1K03505, CCTCC AB 2018345",1,"Parvularcula marina",negative
11746,"P683, strain 23193","DSM 26425, CCM 7950, CCUG 19794, MCCM 00102",1,"Pasteurella oralis",negative
140540,CHU3,"KCTC 42519, CICC 24092, DSM 109232",1,"Paucibacter oligotrophus",negative
17932,2C20,"DSM 16998, HAMBI 2767, KCTC 42569, VYH 193597",1,"Paucibacter toxinivorans",negative
4149,SRL6146,"DSM 16080, ATCC BAA 904",1,"Paucidesulfovibrio gracilis",negative
17147,TY,"DSM 24661, JCM 17499",1,"Pectinatus brassicae",negative
17146,,"DSM 16980, VTT E-88329",1,"Pectinatus haikarae",negative
133950,VTTE-113163,"ATCC BAA 2501, FSRU B0405",1,"Pectinatus sottacetonis",negative
166215,KKH3,"LMG 26003, KCTC 23131",1,"Pectobacterium actinidiae",negative
23936,Ec106,"DSM 27693, ICMP 1522, LMG 2417, NCPPB 929, SCRI 109",1,"Pectobacterium aroidearum",negative
166139,,"LMG 21371, NCPPB 4609, CFBP 6617",1,"Pectobacterium brasiliense",negative
133293,,"RNS 08-42-1A, CFBP 8475, LMG 29774",1,"Pectobacterium parmentieri",negative
158290,NIBIO1006,"DSM 105255, NCPPB 4611",1,"Pectobacterium polare",negative
166516,DPMP315,"PCM 3006, LMG 31077",1,"Pectobacterium polonicum",negative
159798,SS95,"CFBP 8604, LMG 30622",1,"Pectobacterium punjabense",negative
166216,,"NCPPB 3387, ICMP 9168, CFBP 6051",1,"Pectobacterium versatile",negative
14113,PB92,"DSM 19486, KCTC 12511, JCM 15120",1,"Pedobacter agri",negative
158635,YHM-9,"JCM 32093, CCTCC AB 2017125",1,"Pedobacter agrisoli",negative
14110,NWER-II11,"DSM 19624, LMG 24258",1,"Pedobacter alluvionis",negative
134188,AR107,"CCM 7347, CECT 7114, JCM 13454, CCUG 53834, NCIMB 14493",1,"Pedobacter aquatilis",negative
133706,A12,"CCTCC AB 2010223, NRRL B-59457",1,"Pedobacter arcticus",negative
14112,G-1,"DSM 19626, LMG 24259",1,"Pedobacter borealis",negative
133662,BR-9,"KCTC 23344, CCUG 60024",1,"Pedobacter boryungensis",negative
14099,,"DSM 16990, CIP 109035, LMG 22862",1,"Pedobacter caeni",negative
166524,JDX94,"MCCC 1H00335, KCTC 62850",1,"Pedobacter chinensis",negative
159768,CM134L-2,"CGMCC 1.16520, KCTC 62643",1,"Pedobacter chitinilyticus",negative
133436,"TR6-06T, TR6-06","KCTC 12638, LMG 23490",1,"Daejeonella composti",negative
133430,,"KCTC 12637, LMG 23489, Dae 13",1,"Pedobacter daechungensis",negative
