,Accession,staining,Genome Length (bp),Jumbophage,molGC (%),Molecule,Number CDS,Positive Strand (%),Negative Strand (%),Coding Capacity (%),tRNAs
5016,OK181861,negative,79534,False,40.232,DNA,106,52.8301886792453,47.1698113207547,91.8060200668896,16
5017,OK181860,negative,53997,False,39.591,DNA,93,30.1075268817204,69.8924731182796,83.6490916162009,0
5018,OK181858,negative,77392,False,40.155,DNA,105,47.6190476190476,52.3809523809524,92.4785507546,16
5019,OL979479,negative,42251,False,52.124,DNA,47,23.4042553191489,76.5957446808511,97.9550779863198,0
5020,OL979478,negative,40410,False,52.833,DNA,48,100.0,0.0,96.9339272457313,0
5021,OL739525,negative,151825,False,39.069,DNA,278,51.4388489208633,48.5611510791367,91.158900049399,10
5022,OL699877,positive,59328,False,53.968,DNA,69,65.2173913043478,34.7826086956522,97.1480582524272,0
5023,OL702938,negative,49534,False,51.141,DNA,77,22.0779220779221,77.9220779220779,90.9617636370977,0
5024,OL743187,negative,44241,False,37.23,DNA,83,15.6626506024096,84.3373493975904,92.5069505662169,0
5025,OL741057,positive,139409,False,31.001,DNA,214,28.0373831775701,71.9626168224299,87.9527146740885,1
5026,OL865411,negative,49473,False,50.476,DNA,76,71.0526315789474,28.9473684210526,90.7707234248984,0
5027,OK143508,positive,40923,False,49.825,DNA,56,30.3571428571429,69.6428571428571,89.4802433839161,0
5028,OL770309,negative,171269,False,38.796,DNA,279,14.6953405017921,85.3046594982079,95.3190594912097,16
5029,MW760841,negative,249194,True,51.362,DNA,274,87.5912408759124,12.4087591240876,94.0548327808856,12
5030,MW349133,negative,100533,False,37.111,DNA,164,85.9756097560976,14.0243902439024,91.0994399848806,14
5031,OK570186,negative,75899,False,54.067,DNA,122,32.7868852459016,67.2131147540984,93.0605146312863,0
5032,OK570185,negative,45951,False,47.701,DNA,59,100.0,0.0,90.8467715610106,0
5033,OK570184,negative,46202,False,50.214,DNA,54,98.1481481481482,1.85185185185185,91.2622830180512,0
5034,OL763420,negative,164549,False,36.742,DNA,246,16.260162601626,83.739837398374,94.3712815027743,9
5035,MW344767,negative,19481,False,53.236,DNA,26,50.0,50.0,87.6238386119809,0
5036,MW344766,negative,16280,False,56.486,DNA,17,82.3529411764706,17.6470588235294,86.7014742014742,0
5037,MW344764,negative,11758,False,58.386,DNA,14,71.4285714285714,28.5714285714286,88.9692124510971,0
5038,MG550113,negative,9368,False,55.209,DNA,15,53.3333333333333,46.6666666666667,90.6596925704526,0
5039,MG550111,negative,9296,False,55.669,DNA,13,61.5384615384615,38.4615384615385,87.9087779690189,0
5040,MG550110,negative,9944,False,55.31,DNA,16,50.0,50.0,91.2610619469027,0
5041,KY264020,negative,15010,False,54.63,DNA,20,50.0,50.0,84.7435043304464,0
5042,KX344510,negative,11648,False,56.104,DNA,17,47.0588235294118,52.9411764705882,87.2081043956044,0
5043,KF056323,negative,8176,False,53.694,DNA,9,100.0,0.0,91.0714285714286,0
5044,JN882267,negative,9694,False,61.605,DNA,15,53.3333333333333,46.6666666666667,90.8293789973179,0
5045,JN882266,negative,8549,False,62.674,DNA,8,87.5,12.5,83.2027137676921,0
5046,JN882265,negative,8770,False,58.335,DNA,11,54.5454545454545,45.4545454545455,89.7605473204105,0
5047,JN882264,negative,10656,False,63.701,DNA,13,53.8461538461538,46.1538461538462,84.7691441441441,0
5048,GU321093,negative,8082,False,55.778,DNA,9,100.0,0.0,92.8359317000742,0
5049,FJ685651,negative,7048,False,54.186,DNA,8,100.0,0.0,89.9829738933031,0
5050,DQ114220,negative,30505,False,42.105,DNA,41,82.9268292682927,17.0731707317073,85.1958695295853,0
5051,OL800606,positive,86124,False,38.719,DNA,128,75.78125,24.21875,90.4649110584738,22
5052,OL800604,positive,110591,False,39.595,DNA,159,70.440251572327,29.559748427673,87.8217938168567,19
5053,OL800605,positive,38505,False,50.425,DNA,44,0.0,100.0,90.2376314764316,0
5054,OL800603,positive,39433,False,48.416,DNA,47,0.0,100.0,91.4918976491771,0
5055,MZ634351,negative,51939,False,51.73,DNA,80,28.75,71.25,90.6313175070756,0
5056,MZ634350,negative,51583,False,51.575,DNA,80,27.5,72.5,86.3249520190761,0
5057,MZ634349,negative,170712,False,40.852,DNA,284,84.8591549295775,15.1408450704225,94.6436102910164,7
5058,MZ634348,negative,51637,False,51.771,DNA,79,27.8481012658228,72.1518987341772,90.2492398861282,0
5059,MZ634347,negative,170706,False,40.759,DNA,290,84.8275862068966,15.1724137931034,95.1647862406711,7
5060,MZ634346,negative,50457,False,50.95,DNA,77,22.0779220779221,77.9220779220779,91.0874606100244,0
5061,MZ634345,negative,49365,False,51.028,DNA,76,22.3684210526316,77.6315789473684,88.9820723184442,0
5062,MZ634344,negative,109179,False,45.13,DNA,146,77.3972602739726,22.6027397260274,86.4882440762418,25
5063,MZ634343,negative,44881,False,53.501,DNA,54,1.85185185185185,98.1481481481482,93.1062142109133,0
5064,MZ634342,negative,44892,False,53.542,DNA,54,1.85185185185185,98.1481481481482,92.7425821972735,0
5065,MZ634341,negative,157530,False,46.416,DNA,202,69.3069306930693,30.6930693069307,90.6760617025328,7
5066,MZ634340,negative,44626,False,53.464,DNA,52,1.92307692307692,98.0769230769231,92.0046609599785,0
5067,MZ634339,negative,44612,False,53.557,DNA,53,98.1132075471698,1.88679245283019,89.9287187303864,0
5068,MZ634338,negative,44602,False,53.538,DNA,52,98.0769230769231,1.92307692307692,92.0541679745303,0
5069,OL770310,negative,110539,False,39.885,DNA,161,29.8136645962733,70.1863354037267,86.603823085065,29
5070,OK597184,positive,16494,False,39.602,DNA,14,71.4285714285714,28.5714285714286,95.3801382320844,0
5071,AF083977,negative,36717,False,52.055,DNA,54,92.5925925925926,7.40740740740741,95.6695808481085,0
5072,OL551674,negative,178477,False,44.985,DNA,285,46.6666666666667,53.3333333333333,95.7669615692778,2
5073,OK288022,positive,114770,False,40.261,DNA,160,70.0,30.0,87.1787052365601,29
5074,OL840900,negative,163879,False,41.207,DNA,238,84.0336134453782,15.9663865546218,92.3144515160576,16
5075,OL676770,negative,48938,False,40.741,DNA,69,69.5652173913043,30.4347826086957,87.7416322694021,0
5076,MZ443773,negative,265846,True,49.516,DNA,329,54.7112462006079,45.2887537993921,94.968891764405,0
5077,OL799327,negative,86289,False,42.249,DNA,125,82.4,17.6,91.3859240459387,7
5078,OL674249,negative,49674,False,50.161,DNA,77,76.6233766233766,23.3766233766234,90.3913516125136,0
5079,MZ923504,negative,49966,False,71.671,DNA,71,8.45070422535211,91.5492957746479,93.2794300124084,0
5080,OM135583,negative,165577,False,35.436,DNA,258,16.2790697674419,83.7209302325581,94.2129643609922,8
5081,MZ995503,negative,38038,False,40.772,DNA,47,0.0,100.0,93.9718176560282,0
5082,MZ436628,negative,39679,False,66.599,DNA,52,55.7692307692308,44.2307692307692,91.1363693641473,0
5083,OL614104,negative,86193,False,49.065,DNA,116,84.4827586206897,15.5172413793103,94.8383279384637,0
5084,OL310488,negative,167718,False,35.398,DNA,267,84.6441947565543,15.3558052434457,94.8538618395163,10
5085,OL774570,negative,65284,False,52.901,DNA,84,67.8571428571429,32.1428571428571,95.6007597573678,0
5086,OK665835,negative,108723,False,39.014,DNA,157,29.2993630573248,70.7006369426752,88.0393293047469,20
5087,MZ995506,negative,38176,False,40.774,DNA,47,100.0,0.0,93.6164082145851,0
5088,MZ995504,negative,44001,False,34.813,DNA,76,18.4210526315789,81.5789473684211,90.3320379082294,0
5089,OL960029,negative,47760,False,62.634,DNA,64,35.9375,64.0625,92.5565326633166,0
5090,OK254198,negative,172175,False,40.287,DNA,281,16.0142348754448,83.9857651245552,93.8121097720343,2
5091,OK254197,negative,107506,False,38.996,DNA,156,71.1538461538462,28.8461538461538,86.2965787956021,21
5092,OL989991,negative,173871,False,40.022,DNA,297,14.1414141414141,85.8585858585859,94.6247505334415,8
5093,OL959999,negative,41777,False,48.11,DNA,48,66.6666666666667,33.3333333333333,92.354644900304,0
5094,OL955261,negative,150063,False,59.428,DNA,232,43.5344827586207,56.4655172413793,88.2829211731073,32
5095,OL856099,negative,68721,False,46.14,DNA,102,64.7058823529412,35.2941176470588,91.6968612214607,0
5096,OL674541,negative,63962,False,67.277,DNA,82,56.0975609756098,43.9024390243902,92.7128607610769,0
5097,MZ516527,negative,39546,False,49.906,DNA,55,76.3636363636364,23.6363636363636,93.3899762302129,1
5098,MZ318367,negative,46774,False,47.986,DNA,81,61.7283950617284,38.2716049382716,92.8079702398769,0
5099,MZ892993,negative,53075,False,33.78,DNA,83,39.7590361445783,60.2409638554217,95.0277908619878,0
5100,MZ892992,negative,53826,False,45.64,DNA,63,30.1587301587302,69.8412698412698,94.5379556348233,0
5101,MZ892991,negative,54551,False,43.119,DNA,75,54.6666666666667,45.3333333333333,95.5307877032502,0
5102,MZ892990,negative,54718,False,42.154,DNA,81,49.3827160493827,50.6172839506173,96.0232464636865,0
5103,MZ892989,negative,52729,False,45.688,DNA,59,35.5932203389831,64.4067796610169,92.4026626713952,0
5104,MZ892988,negative,54748,False,48.581,DNA,61,31.1475409836066,68.8524590163934,93.252721560605,0
5105,MZ892987,negative,54895,False,46.203,DNA,73,50.6849315068493,49.3150684931507,94.9540030968212,0
5106,MW205203,negative,40280,False,53.339,DNA,55,27.2727272727273,72.7272727272727,93.2323733862959,0
5107,OL505085,positive,56564,False,39.987,DNA,92,86.9565217391304,13.0434782608696,87.0995686302242,1
5108,OL505084,positive,39766,False,34.874,DNA,61,63.9344262295082,36.0655737704918,89.8506261630539,0
5109,MK075002,positive,43851,False,36.02,DNA,72,94.4444444444444,5.55555555555556,92.8781555722789,1
5110,OL656110,negative,154840,False,48.831,DNA,191,34.5549738219895,65.4450261780105,92.0679411004908,2
5111,DQ003638,positive,137619,False,35.929,DNA,193,80.3108808290155,19.6891191709845,88.9680930685443,17
5112,DQ004855,positive,131384,False,36.039,DNA,180,76.6666666666667,23.3333333333333,89.6806308226268,17
5113,AY375531,negative,173591,False,43.881,DNA,252,15.4761904761905,84.5238095238095,93.3170498470543,17
5114,AF547987,negative,39043,False,47.468,DNA,60,58.3333333333333,41.6666666666667,90.1800578848961,2
5115,BK000583,positive,41724,False,47.09,DNA,64,56.25,43.75,88.5893011216566,0
5116,AF424782,positive,44970,False,33.347,DNA,63,88.8888888888889,11.1111111111111,93.1287525016678,0
5117,AF189021,negative,39898,False,46.16,DNA,56,57.1428571428571,42.8571428571429,94.0197503634267,0
5118,MZ666938,negative,42637,False,51.387,DNA,45,97.7777777777778,2.22222222222222,89.3378990079039,0
5119,AY095314,negative,46012,False,49.52,DNA,72,66.6666666666667,33.3333333333333,94.3253933756411,1
5120,OL840901,negative,61446,False,62.069,DNA,74,32.4324324324324,67.5675675675676,94.165608827263,0
5121,OL690335,positive,59779,False,32.871,DNA,93,88.1720430107527,11.8279569892473,90.719148864986,0
5122,OK539913,negative,89335,False,38.901,DNA,140,70.0,30.0,91.3303856271338,24
5123,OL451225,negative,170656,False,40.425,DNA,291,14.4329896907216,85.5670103092783,94.3635149071817,2
5124,OL691920,negative,39750,False,50.657,DNA,48,0.0,100.0,89.8641509433962,0
5125,MZ666130,positive,41014,False,34.988,DNA,63,55.5555555555556,44.4444444444444,90.5544448237187,0
5126,MW286254,positive,17987,False,29.427,DNA,20,55.0,45.0,94.5349419024851,0
5127,MW217515,negative,50342,False,41.439,DNA,66,62.1212121212121,37.8787878787879,92.1953835763378,2
5128,MW201959,positive,40781,False,49.739,DNA,55,34.5454545454545,65.4545454545455,90.7554988842843,0
5129,MT630408,negative,164691,False,35.621,DNA,265,16.2264150943396,83.7735849056604,95.0452665901598,9
5130,MT366943,negative,50476,False,46.8,DNA,90,72.2222222222222,27.7777777777778,92.1467628179729,0
5131,MT366942,negative,50476,False,46.798,DNA,90,72.2222222222222,27.7777777777778,92.1467628179729,0
5132,MT366941,negative,50476,False,46.798,DNA,90,72.2222222222222,27.7777777777778,92.1467628179729,0
5133,MT366940,negative,50480,False,46.791,DNA,90,72.2222222222222,27.7777777777778,92.068145800317,0
5134,MT366939,negative,50482,False,46.817,DNA,90,72.2222222222222,27.7777777777778,91.5534249831623,0
5135,MT366938,negative,50476,False,46.795,DNA,90,72.2222222222222,27.7777777777778,92.1467628179729,0
5136,MT366937,negative,50476,False,46.791,DNA,90,72.2222222222222,27.7777777777778,92.1467628179729,0
5137,MT366936,negative,50476,False,46.796,DNA,90,72.2222222222222,27.7777777777778,92.1467628179729,0
5138,MT366935,negative,50476,False,46.796,DNA,90,72.2222222222222,27.7777777777778,92.1467628179729,0
5139,MT366934,negative,50476,False,46.8,DNA,90,72.2222222222222,27.7777777777778,92.1467628179729,0
5140,MT366933,negative,50476,False,46.798,DNA,90,72.2222222222222,27.7777777777778,92.1467628179729,0
5141,MT366932,negative,50476,False,46.802,DNA,90,72.2222222222222,27.7777777777778,92.1467628179729,0
5142,MT366931,negative,50476,False,46.798,DNA,90,72.2222222222222,27.7777777777778,92.1467628179729,0
5143,MN812694,negative,98539,False,48.681,DNA,176,68.75,31.25,91.2379869899228,22
5144,MN812693,negative,40416,False,50.544,DNA,48,0.0,100.0,91.9239904988123,0
5145,MN812692,negative,43928,False,49.083,DNA,53,0.0,100.0,95.0236751047168,0
5146,MN812690,negative,44368,False,51.715,DNA,58,1.72413793103448,98.2758620689655,93.0670753696358,0
5147,MN812689,negative,41545,False,46.537,DNA,59,35.5932203389831,64.4067796610169,94.2736791430978,1
5148,MN812688,negative,53337,False,44.939,DNA,73,100.0,0.0,87.2827493109849,0
5149,MN812686,negative,38777,False,50.7,DNA,49,0.0,100.0,90.687778837971,0
5150,MN812685,negative,73119,False,48.522,DNA,96,20.8333333333333,79.1666666666667,93.7075178818091,2
5151,MZ547449,negative,59377,False,64.493,DNA,83,49.3975903614458,50.6024096385542,90.9038853428095,2
5152,OK490474,negative,40133,False,50.353,DNA,50,72.0,28.0,87.930132310069,1
5153,OK490473,negative,35131,False,51.052,DNA,44,84.0909090909091,15.9090909090909,91.0307136147562,0
5154,OK490472,negative,39144,False,50.636,DNA,64,18.75,81.25,89.5079705702023,2
5155,OK490471,negative,40133,False,50.353,DNA,50,72.0,28.0,87.930132310069,1
5156,OK490470,negative,35131,False,51.052,DNA,44,84.0909090909091,15.9090909090909,91.0307136147562,0
5157,OK490469,negative,39144,False,50.636,DNA,64,18.75,81.25,89.5079705702023,2
5158,OK490468,negative,40133,False,50.353,DNA,50,72.0,28.0,87.930132310069,1
5159,OK490467,negative,35131,False,51.052,DNA,44,84.0909090909091,15.9090909090909,91.0307136147562,0
5160,OK490466,negative,39144,False,50.636,DNA,64,18.75,81.25,89.5079705702023,2
5161,OK490465,negative,40133,False,50.353,DNA,50,72.0,28.0,87.930132310069,1
5162,OK490464,negative,35131,False,51.052,DNA,44,84.0909090909091,15.9090909090909,91.0307136147562,0
5163,OK490463,negative,39144,False,50.636,DNA,64,18.75,81.25,89.5079705702023,2
5164,OK490462,negative,40133,False,50.353,DNA,50,72.0,28.0,87.930132310069,1
5165,OK490461,negative,35131,False,51.052,DNA,44,84.0909090909091,15.9090909090909,91.0307136147562,0
5166,OK490460,negative,39144,False,50.636,DNA,64,18.75,81.25,89.5079705702023,2
5167,OK490459,negative,35006,False,54.431,DNA,46,69.5652173913043,30.4347826086957,93.181168942467,0
5168,OK490458,negative,39508,False,50.466,DNA,48,77.0833333333333,22.9166666666667,90.6651817353447,0
5169,OK490457,negative,33394,False,50.422,DNA,43,86.046511627907,13.953488372093,94.0857639096844,0
5170,OK490456,negative,35006,False,54.431,DNA,46,69.5652173913043,30.4347826086957,93.181168942467,0
5171,OK490455,negative,33394,False,50.422,DNA,43,86.046511627907,13.953488372093,94.0857639096844,0
5172,OK490454,negative,39508,False,50.466,DNA,48,77.0833333333333,22.9166666666667,90.6651817353447,0
5173,OK490453,negative,35006,False,54.431,DNA,46,69.5652173913043,30.4347826086957,93.181168942467,0
5174,OK490452,negative,33394,False,50.422,DNA,43,86.046511627907,13.953488372093,94.0857639096844,0
5175,OK490451,negative,39508,False,50.466,DNA,48,77.0833333333333,22.9166666666667,90.6651817353447,0
5176,OK490450,negative,39508,False,50.466,DNA,48,77.0833333333333,22.9166666666667,90.6651817353447,0
5177,OK490449,negative,35006,False,54.431,DNA,46,69.5652173913043,30.4347826086957,93.181168942467,0
5178,OK490448,negative,33394,False,50.422,DNA,43,86.046511627907,13.953488372093,94.0857639096844,0
5179,OK490447,negative,39508,False,50.466,DNA,48,77.0833333333333,22.9166666666667,90.6651817353447,0
5180,OK490446,negative,35006,False,54.431,DNA,46,69.5652173913043,30.4347826086957,93.181168942467,0
5181,OK490445,negative,33394,False,50.422,DNA,43,86.046511627907,13.953488372093,94.0857639096844,0
5182,OK490444,negative,39508,False,50.466,DNA,48,77.0833333333333,22.9166666666667,90.6651817353447,0
5183,OK490443,negative,35006,False,54.431,DNA,46,69.5652173913043,30.4347826086957,93.181168942467,0
5184,OK490442,negative,33394,False,50.422,DNA,43,86.046511627907,13.953488372093,94.0857639096844,0
5185,OK490441,negative,39508,False,50.466,DNA,48,77.0833333333333,22.9166666666667,90.6651817353447,0
5186,OK490440,negative,35006,False,54.431,DNA,46,69.5652173913043,30.4347826086957,93.181168942467,0
5187,OK490439,negative,33394,False,50.422,DNA,43,86.046511627907,13.953488372093,94.0857639096844,0
5188,OK490438,negative,39508,False,50.466,DNA,48,77.0833333333333,22.9166666666667,90.6651817353447,0
5189,OK490437,negative,35006,False,54.431,DNA,46,69.5652173913043,30.4347826086957,93.181168942467,0
5190,OK490436,negative,33394,False,50.422,DNA,43,86.046511627907,13.953488372093,94.0857639096844,0
5191,OK490435,negative,35006,False,54.431,DNA,46,69.5652173913043,30.4347826086957,93.181168942467,0
5192,OK490434,negative,33394,False,50.422,DNA,43,86.046511627907,13.953488372093,94.0857639096844,0
5193,OK490433,negative,39508,False,50.466,DNA,48,77.0833333333333,22.9166666666667,90.6651817353447,0
5194,OK490432,negative,35006,False,54.431,DNA,46,69.5652173913043,30.4347826086957,93.181168942467,0
5195,OK490431,negative,33394,False,50.422,DNA,43,86.046511627907,13.953488372093,94.0857639096844,0
5196,OK490430,negative,39508,False,50.466,DNA,48,77.0833333333333,22.9166666666667,90.6651817353447,0
5197,OK490429,negative,35561,False,50.089,DNA,45,86.6666666666667,13.3333333333333,93.4478782936363,0
5198,OK490428,negative,36687,False,50.209,DNA,39,74.3589743589744,25.6410256410256,90.0973096737264,0
5199,OK490427,negative,35561,False,50.089,DNA,45,86.6666666666667,13.3333333333333,93.4478782936363,0
5200,OK490426,negative,36687,False,50.209,DNA,39,74.3589743589744,25.6410256410256,90.0973096737264,0
5201,OK490425,negative,35561,False,50.089,DNA,45,86.6666666666667,13.3333333333333,93.4478782936363,0
