Accession,staining,Genome Length (bp),Jumbophage,molGC (%),Number CDS,Positive Strand (%),Negative Strand (%),Coding Capacity (%),tRNAs,Molecule_DNA,Molecule_RNA,Molecule_ss-DNA,Molecule_ss-RNA
ON529868,negative,42321,False,61.152,53,5.66037735849057,94.3396226415094,92.4222017438151,0,True,False,False,False
ON529864,negative,85761,False,62.512,115,35.6521739130435,64.3478260869565,91.3702032392346,0,True,False,False,False
ON529863,negative,61859,False,59.068,82,63.4146341463415,36.5853658536585,89.5601286797394,0,True,False,False,False
ON529867,negative,62088,False,59.303,83,39.7590361445783,60.2409638554217,90.1478546579049,0,True,False,False,False
ON529862,negative,85956,False,61.805,111,63.963963963964,36.036036036036,90.4160268044116,0,True,False,False,False
ON529861,negative,67528,False,57.68,99,57.5757575757576,42.4242424242424,91.4020850610117,0,True,False,False,False
ON529860,negative,356874,True,65.541,563,19.0053285968028,80.9946714031972,89.4820020511441,24,True,False,False,False
ON529859,negative,86754,False,62.538,117,65.8119658119658,34.1880341880342,92.4061138391313,0,True,False,False,False
ON529857,negative,312615,True,62.847,497,21.5291750503018,78.4708249496982,89.2004542328423,29,True,False,False,False
ON529856,negative,85646,False,62.024,113,35.3982300884956,64.6017699115044,92.4001120892978,0,True,False,False,False
ON529855,negative,352705,True,65.543,566,18.904593639576,81.095406360424,89.8158517741455,25,True,False,False,False
ON529852,negative,356285,True,65.528,570,18.7719298245614,81.2280701754386,89.6083191826768,24,True,False,False,False
MZ234052,negative,169292,False,35.357,272,84.9264705882353,15.0735294117647,94.7144578597925,10,True,False,False,False
MZ234048,negative,41265,False,50.951,66,69.6969696969697,30.3030303030303,92.9989094874591,0,True,False,False,False
MZ234015,negative,75747,False,42.014,113,21.2389380530973,78.7610619469027,88.4761112651326,1,True,False,False,False
ON642070,negative,37492,False,64.606,48,87.5,12.5,87.5946868665315,0,True,False,False,False
OL840290,positive,44789,False,33.258,62,11.2903225806452,88.7096774193548,92.4334099890598,0,True,False,False,False
OL963731,negative,104206,False,61.641,154,53.8961038961039,46.1038961038961,90.7913171986258,1,True,False,False,False
MH494197,negative,386442,True,35.597,910,12.0879120879121,87.9120879120879,76.2696601301101,6,True,False,False,False
OM908436,negative,39948,False,50.025,56,5.35714285714286,94.6428571428571,87.0982276960048,0,True,False,False,False
ON409570,positive,42160,False,49.931,57,31.5789473684211,68.4210526315789,90.7898481973435,0,True,False,False,False
ON409569,positive,42160,False,49.924,58,31.0344827586207,68.9655172413793,90.6546489563567,0,True,False,False,False
ON409568,positive,42160,False,49.922,58,67.2413793103448,32.7586206896552,91.0673624288425,0,True,False,False,False
ON550478,positive,46428,False,34.953,71,100.0,0.0,95.2442491599897,0,True,False,False,False
ON550260,positive,166604,False,39.59,276,15.5797101449275,84.4202898550725,94.4557153489712,16,True,False,False,False
ON571632,positive,43755,False,35.338,68,89.7058823529412,10.2941176470588,93.7401439835447,0,True,False,False,False
MZ234029,negative,45243,False,54.324,59,44.0677966101695,55.9322033898305,91.9037199124727,0,True,False,False,False
MZ234026,negative,45144,False,54.517,59,42.3728813559322,57.6271186440678,91.8859649122807,0,True,False,False,False
ON212267,negative,172419,False,39.808,287,13.9372822299652,86.0627177700349,95.1913652207703,18,True,False,False,False
ON212265,negative,171663,False,39.848,288,13.8888888888889,86.1111111111111,95.3134921328417,18,True,False,False,False
OK574338,positive,18146,False,30.067,20,55.0,45.0,94.8638818472391,0,True,False,False,False
MT427400,negative,49833,False,45.556,75,77.3333333333333,22.6666666666667,88.8929022936608,0,True,False,False,False
MZ357096,positive,40289,False,65.941,50,46.0,54.0,92.6779021569163,1,True,False,False,False
MZ333136,positive,17554,False,56.996,20,100.0,0.0,91.620143557024,0,True,False,False,False
MZ333135,negative,43480,False,54.425,51,0.0,100.0,93.2888684452622,1,True,False,False,False
MZ333134,positive,18290,False,58.568,22,100.0,0.0,91.4598141060689,0,True,False,False,False
MZ333133,positive,15303,False,68.078,21,9.52380952380952,90.4761904761905,90.3352283865909,1,True,False,False,False
MZ333132,negative,51564,False,48.196,77,19.4805194805195,80.5194805194805,90.8152974943759,1,True,False,False,False
MZ333131,negative,49573,False,47.879,85,30.5882352941176,69.4117647058823,93.8494745123353,0,True,False,False,False
ON416862,negative,44227,False,52.034,57,22.8070175438596,77.1929824561403,89.7732154566215,3,True,False,False,False
ON286973,negative,137300,False,43.575,214,43.9252336448598,56.0747663551402,90.6081573197378,6,True,False,False,False
ON286975,negative,137044,False,43.655,209,43.0622009569378,56.9377990430622,89.5449636613059,6,True,False,False,False
ON286976,positive,143759,False,35.805,210,68.0952380952381,31.9047619047619,88.3875096515696,7,True,False,False,False
ON286974,negative,163997,False,40.519,265,17.7358490566038,82.2641509433962,93.4700025000457,0,True,False,False,False
ON286972,negative,355528,True,35.215,591,93.2318104906937,6.76818950930626,92.5496725996265,6,True,False,False,False
ON464763,negative,178458,False,31.108,177,79.0960451977401,20.9039548022599,93.2101670981407,0,True,False,False,False
ON637248,positive,15855,False,31.864,20,85.0,15.0,95.7805108798486,0,True,False,False,False
ON237674,negative,45041,False,37.395,82,84.1463414634146,15.8536585365854,91.3967274261229,0,True,False,False,False
ON528746,negative,170646,False,35.335,269,16.3568773234201,83.6431226765799,94.4393657044408,10,True,False,False,False
ON528744,negative,167055,False,35.524,258,83.7209302325581,16.2790697674419,94.4569153871479,10,True,False,False,False
ON528743,negative,166484,False,35.477,266,84.2105263157895,15.7894736842105,94.8565627928209,11,True,False,False,False
ON528742,negative,169173,False,35.472,270,84.0740740740741,15.9259259259259,95.0990997381379,11,True,False,False,False
ON528741,negative,167224,False,35.485,265,84.1509433962264,15.8490566037736,94.6801894464909,9,True,False,False,False
ON528740,negative,170189,False,35.353,274,83.5766423357664,16.4233576642336,93.6517636274965,8,True,False,False,False
ON528739,negative,166160,False,35.368,266,15.4135338345865,84.5864661654135,94.4631680308137,10,True,False,False,False
ON528738,negative,164289,False,35.509,259,84.1698841698842,15.8301158301158,94.7409747457225,10,True,False,False,False
ON528737,negative,168955,False,37.617,266,84.5864661654135,15.4135338345865,94.3653635583439,1,True,False,False,False
ON528736,negative,167539,False,35.654,263,15.5893536121673,84.4106463878327,94.2413408221369,11,True,False,False,False
ON528735,negative,166499,False,35.365,265,16.2264150943396,83.7735849056604,94.7321004930961,9,True,False,False,False
ON528734,negative,167086,False,35.316,259,83.7837837837838,16.2162162162162,93.0981650168177,10,True,False,False,False
ON528733,negative,40156,False,52.465,51,98.0392156862745,1.96078431372549,91.7496762625759,0,True,False,False,False
ON528732,negative,88154,False,39.002,134,26.865671641791,73.134328358209,90.9261065862014,26,True,False,False,False
ON528731,negative,86414,False,39.112,128,71.875,28.125,90.6554493484852,25,True,False,False,False
ON528730,negative,89515,False,38.993,137,29.1970802919708,70.8029197080292,90.6239177791432,26,True,False,False,False
ON528745,negative,166919,False,35.487,260,83.0769230769231,16.9230769230769,94.7801029241728,10,True,False,False,False
ON528729,negative,87867,False,38.993,133,28.5714285714286,71.4285714285714,90.187442384513,25,True,False,False,False
ON528728,negative,165470,False,35.427,265,15.8490566037736,84.1509433962264,94.8770169819303,10,True,False,False,False
ON528727,negative,166355,False,35.519,269,84.3866171003718,15.6133828996283,95.0256980553635,11,True,False,False,False
ON528726,negative,165784,False,35.579,257,83.6575875486381,16.3424124513619,94.2762872171018,10,True,False,False,False
ON528725,negative,168076,False,37.538,267,15.3558052434457,84.6441947565543,94.6137461624503,2,True,False,False,False
ON528724,negative,39704,False,50.259,47,100.0,0.0,86.6361071932299,0,True,False,False,False
ON528723,negative,38729,False,50.75,47,97.8723404255319,2.12765957446809,88.6622427638204,0,True,False,False,False
ON528722,negative,39308,False,50.745,45,0.0,100.0,89.0658390149588,0,True,False,False,False
ON528721,negative,38701,False,50.857,45,100.0,0.0,88.1295056975272,0,True,False,False,False
ON528720,negative,39724,False,50.584,47,97.8723404255319,2.12765957446809,90.0664585640922,0,True,False,False,False
ON528719,negative,39381,False,48.503,51,100.0,0.0,91.0870724461035,0,True,False,False,False
ON528718,negative,51077,False,43.949,79,26.5822784810127,73.4177215189873,89.8467020380993,0,True,False,False,False
ON528717,negative,39180,False,48.56,50,100.0,0.0,91.906584992343,0,True,False,False,False
ON528716,negative,39818,False,48.463,51,100.0,0.0,92.0839821186398,0,True,False,False,False
ON528715,negative,39034,False,48.46,49,97.9591836734694,2.04081632653061,85.2410718860481,0,True,False,False,False
ON184126,negative,155895,False,48.792,188,66.4893617021277,33.5106382978723,91.1408319702364,2,True,False,False,False
ON184125,negative,155895,False,48.792,188,66.4893617021277,33.5106382978723,91.1408319702364,2,True,False,False,False
ON184124,negative,45201,False,54.572,56,41.0714285714286,58.9285714285714,91.3055020906617,0,True,False,False,False
MZ399596,positive,56744,False,38.72,90,15.5555555555556,84.4444444444444,86.5888904553785,0,True,False,False,False
MZ398136,positive,57050,False,38.904,91,16.4835164835165,83.5164835164835,87.8597721297108,0,True,False,False,False
MZ398135,positive,57099,False,38.955,90,83.3333333333333,16.6666666666667,87.5794672411076,0,True,False,False,False
OL362279,negative,42528,False,54.138,54,100.0,0.0,94.4554176072235,0,True,False,False,False
OL362278,negative,44351,False,53.9,55,98.1818181818182,1.81818181818182,95.1252508398909,0,True,False,False,False
OL362277,negative,46373,False,48.013,77,66.2337662337662,33.7662337662338,93.6751989304121,0,True,False,False,False
OL362276,negative,39803,False,50.054,51,100.0,0.0,90.7695399844233,0,True,False,False,False
OL362275,negative,39342,False,50.074,51,100.0,0.0,92.438106857811,1,True,False,False,False
OL362274,negative,47726,False,46.633,83,60.2409638554217,39.7590361445783,91.7466370531786,1,True,False,False,False
OL362273,negative,44371,False,45.009,54,98.1481481481482,1.85185185185185,92.8714701043474,0,True,False,False,False
OL362272,negative,44545,False,45.091,55,100.0,0.0,91.8554270961949,0,True,False,False,False
OL362271,negative,46039,False,42.957,58,100.0,0.0,92.7713460327114,0,True,False,False,False
OL362270,negative,43359,False,56.067,49,100.0,0.0,93.5238358818238,0,True,False,False,False
ON210142,negative,41380,False,39.195,48,100.0,0.0,91.906718221363,0,True,False,False,False
ON513429,negative,40565,False,39.196,47,100.0,0.0,92.5329717736965,0,True,False,False,False
ON515458,negative,175595,False,41.833,274,45.6204379562044,54.3795620437956,95.7083060451607,1,True,False,False,False
ON480525,negative,44180,False,37.413,87,49.4252873563218,50.5747126436782,90.3531009506564,0,True,False,False,False
ON391949,negative,48885,False,40.137,70,82.8571428571429,17.1428571428571,92.9057993249463,0,True,False,False,False
ON454038,positive,42036,False,49.943,58,31.0344827586207,68.9655172413793,88.3671139023694,0,True,False,False,False
ON456151,positive,42079,False,36.721,69,88.4057971014493,11.5942028985507,94.0516647258728,0,True,False,False,False
ON210145,negative,44590,False,45.003,57,100.0,0.0,92.294236375869,0,True,False,False,False
ON210144,negative,44883,False,44.979,56,100.0,0.0,92.3935565804425,0,True,False,False,False
ON210139,negative,171798,False,35.347,273,84.2490842490842,15.7509157509158,94.3561624698774,8,True,False,False,False
ON210138,negative,87829,False,38.971,121,24.7933884297521,75.2066115702479,87.7671384166961,25,True,False,False,False
ON210137,negative,68034,False,46.096,96,64.5833333333333,35.4166666666667,90.9515830320134,0,True,False,False,False
ON210136,negative,44849,False,54.628,59,57.6271186440678,42.3728813559322,91.7746215077259,0,True,False,False,False
MN508624,negative,178230,False,44.732,275,55.2727272727273,44.7272727272727,96.0461201817876,2,True,False,False,False
MN508623,negative,178070,False,44.741,271,54.6125461254613,45.3874538745387,95.9673162239569,2,True,False,False,False
MN508622,negative,176610,False,44.715,269,45.724907063197,54.275092936803,95.546684785686,1,True,False,False,False
MN508621,negative,178607,False,44.789,280,45.7142857142857,54.2857142857143,96.0634241659062,2,True,False,False,False
MN508616,negative,166781,False,35.376,263,15.5893536121673,84.4106463878327,94.4735911164941,11,True,False,False,False
ON540301,positive,42267,False,49.93,58,32.7586206896552,67.2413793103448,92.03634040741,0,True,False,False,False
ON540300,negative,78384,False,39.002,103,70.873786407767,29.126213592233,89.7007042253521,25,True,False,False,False
ON185584,negative,108723,False,39.006,158,29.746835443038,70.253164556962,87.9344756859174,20,True,False,False,False
ON185581,negative,108711,False,39.007,156,28.8461538461538,71.1538461538462,88.0545666951826,20,True,False,False,False
ON185582,negative,108732,False,39.011,156,28.8461538461538,71.1538461538462,88.054114704043,20,True,False,False,False
ON239128,positive,86400,False,38.897,120,27.5,72.5,88.4768518518519,22,True,False,False,False
OK275722,negative,168195,False,35.374,267,15.7303370786517,84.2696629213483,94.6514462379976,11,True,False,False,False
MN890143,negative,8869,False,36.791,9,22.2222222222222,77.7777777777778,86.1540196188973,0,True,False,False,False
MN890142,negative,8885,False,36.736,10,20.0,80.0,88.6662915025324,0,True,False,False,False
MN890141,negative,8851,False,36.776,9,22.2222222222222,77.7777777777778,86.125861484578,0,True,False,False,False
MN890140,negative,8696,False,36.879,8,12.5,87.5,86.2120515179393,0,True,False,False,False
MN890139,negative,8690,False,36.881,8,12.5,87.5,86.0644418872267,0,True,False,False,False
MN890138,negative,8869,False,36.791,9,22.2222222222222,77.7777777777778,86.1540196188973,0,True,False,False,False
MN890137,negative,8696,False,36.879,8,12.5,87.5,86.2120515179393,0,True,False,False,False
MN890136,negative,8869,False,36.791,9,22.2222222222222,77.7777777777778,86.1540196188973,0,True,False,False,False
FJ483839,negative,3458,False,48.178,3,100.0,0.0,91.5268941584731,0,False,True,False,False
FJ483838,negative,3393,False,46.036,3,100.0,0.0,93.2802829354553,0,False,True,False,False
FJ483837,negative,3412,False,47.098,3,100.0,0.0,92.7608440797186,0,False,True,False,False
ON287375,negative,255663,True,41.045,261,85.823754789272,14.176245210728,94.2576751426683,4,True,False,False,False
ON287370,negative,256354,True,41.039,261,15.3256704980843,84.6743295019157,94.041052606942,4,True,False,False,False
ON287374,negative,144511,False,50.895,262,55.3435114503817,44.6564885496183,89.962701801247,19,True,False,False,False
ON287373,negative,112334,False,44.689,152,74.3421052631579,25.6578947368421,87.4374632791497,20,True,False,False,False
