id,staining,genome_length,jumbophage,gc_%,trna_count,cds_number,coding_capacity,positive_strand_%,negative_strand_%,molecule_type_ss-DNA,molecule_type_DNA,molecule_type_RNA,molecule_type_ss-RNA,topology_circular,topology_linear
OK490447,negative,39508,0,50.466,0,0,0.0,0.0,0.0,False,True,False,False,False,True
OK490446,negative,35006,0,54.431,0,0,0.0,0.0,0.0,False,True,False,False,False,True
OK490445,negative,33394,0,50.422,0,0,0.0,0.0,0.0,False,True,False,False,False,True
OK490444,negative,39508,0,50.466,0,0,0.0,0.0,0.0,False,True,False,False,False,True
OK490443,negative,35006,0,54.431,0,0,0.0,0.0,0.0,False,True,False,False,False,True
OK490442,negative,33394,0,50.422,0,0,0.0,0.0,0.0,False,True,False,False,False,True
OK490441,negative,39508,0,50.466,0,0,0.0,0.0,0.0,False,True,False,False,False,True
OK490440,negative,35006,0,54.431,0,0,0.0,0.0,0.0,False,True,False,False,False,True
OK490439,negative,33394,0,50.422,0,0,0.0,0.0,0.0,False,True,False,False,False,True
OK490438,negative,39508,0,50.466,0,0,0.0,0.0,0.0,False,True,False,False,False,True
OK490437,negative,35006,0,54.431,0,0,0.0,0.0,0.0,False,True,False,False,False,True
OK490436,negative,33394,0,50.422,0,0,0.0,0.0,0.0,False,True,False,False,False,True
OK490435,negative,35006,0,54.431,0,0,0.0,0.0,0.0,False,True,False,False,False,True
OK490434,negative,33394,0,50.422,0,0,0.0,0.0,0.0,False,True,False,False,False,True
OK490433,negative,39508,0,50.466,0,0,0.0,0.0,0.0,False,True,False,False,False,True
OK490432,negative,35006,0,54.431,0,0,0.0,0.0,0.0,False,True,False,False,False,True
OK490431,negative,33394,0,50.422,0,0,0.0,0.0,0.0,False,True,False,False,False,True
OK490430,negative,39508,0,50.466,0,0,0.0,0.0,0.0,False,True,False,False,False,True
OK490429,negative,35561,0,50.089,0,0,0.0,0.0,0.0,False,True,False,False,False,True
OK490428,negative,36687,0,50.209,0,0,0.0,0.0,0.0,False,True,False,False,False,True
OK490427,negative,35561,0,50.089,0,0,0.0,0.0,0.0,False,True,False,False,False,True
OK490426,negative,36687,0,50.209,0,0,0.0,0.0,0.0,False,True,False,False,False,True
OK490425,negative,35561,0,50.089,0,0,0.0,0.0,0.0,False,True,False,False,False,True
OK490424,negative,36687,0,50.209,0,0,0.0,0.0,0.0,False,True,False,False,False,True
OK490423,negative,35561,0,50.089,0,0,0.0,0.0,0.0,False,True,False,False,False,True
OK490422,negative,36687,0,50.209,0,0,0.0,0.0,0.0,False,True,False,False,False,True
OK490421,negative,45500,0,49.765,0,0,0.0,0.0,0.0,False,True,False,False,False,True
OK490420,negative,33090,0,54.998,0,0,0.0,0.0,0.0,False,True,False,False,False,True
OK490419,negative,45913,0,50.241,0,0,0.0,0.0,0.0,False,True,False,False,False,True
OK490418,negative,46667,0,48.285,0,0,0.0,0.0,0.0,False,True,False,False,False,True
OK490417,negative,40882,0,51.981,0,0,0.0,0.0,0.0,False,True,False,False,False,True
OK490416,negative,46765,0,51.515,0,0,0.0,0.0,0.0,False,True,False,False,False,True
OK490415,negative,48629,0,52.129,0,0,0.0,0.0,0.0,False,True,False,False,False,True
OK490414,negative,37041,0,49.91,0,0,0.0,0.0,0.0,False,True,False,False,False,True
OK490413,negative,33394,0,50.425,0,0,0.0,0.0,0.0,False,True,False,False,False,True
OK490412,negative,35006,0,54.434,0,0,0.0,0.0,0.0,False,True,False,False,False,True
OK490411,negative,35561,0,50.086,0,0,0.0,0.0,0.0,False,True,False,False,False,True
OK490410,negative,48629,0,52.129,0,0,0.0,0.0,0.0,False,True,False,False,False,True
OK490409,negative,35168,0,54.021,0,0,0.0,0.0,0.0,False,True,False,False,False,True
OK490408,negative,34109,0,50.984,0,0,0.0,0.0,0.0,False,True,False,False,False,True
OK490407,negative,35561,0,50.086,0,0,0.0,0.0,0.0,False,True,False,False,False,True
OK490406,negative,36687,0,50.209,0,0,0.0,0.0,0.0,False,True,False,False,False,True
OK490405,negative,35561,0,50.086,0,0,0.0,0.0,0.0,False,True,False,False,False,True
OK490404,negative,36687,0,50.209,0,0,0.0,0.0,0.0,False,True,False,False,False,True
OK490403,negative,35561,0,50.089,0,0,0.0,0.0,0.0,False,True,False,False,False,True
OK490402,negative,36687,0,50.209,0,0,0.0,0.0,0.0,False,True,False,False,False,True
OK490401,negative,35561,0,50.086,0,0,0.0,0.0,0.0,False,True,False,False,False,True
OK490400,negative,36687,0,50.209,0,0,0.0,0.0,0.0,False,True,False,False,False,True
OK490399,negative,35561,0,50.086,0,0,0.0,0.0,0.0,False,True,False,False,False,True
OK490398,negative,36687,0,50.209,0,0,0.0,0.0,0.0,False,True,False,False,False,True
OK490397,negative,35561,0,50.086,0,0,0.0,0.0,0.0,False,True,False,False,False,True
OK490396,negative,36687,0,50.209,0,0,0.0,0.0,0.0,False,True,False,False,False,True
OK490395,negative,35561,0,50.086,0,0,0.0,0.0,0.0,False,True,False,False,False,True
OK490394,negative,36687,0,50.209,0,0,0.0,0.0,0.0,False,True,False,False,False,True
LC667452,negative,32867,0,61.286,0,43,90.74451577570207,83.72,16.28,False,True,False,False,False,True
LC667451,negative,321833,1,55.966,0,394,92.6148033296772,11.42,88.58,False,True,False,False,False,True
LC667450,negative,225545,1,52.051,0,237,93.33791482852646,21.94,78.06,False,True,False,False,False,True
OL519843,positive,42813,0,49.751,0,62,92.34111134468502,62.9,37.1,False,True,False,False,False,True
OK338687,negative,5564,0,41.804,0,8,96.67505391804457,87.5,12.5,False,True,False,False,True,False
OK129343,negative,53219,0,43.99,0,77,86.08955448242169,0.0,100.0,False,True,False,False,False,True
LC528882,negative,32090,0,61.792,0,45,91.08133374883141,15.56,84.44,False,True,False,False,False,True
MT338525,positive,147588,0,30.209,3,233,88.86291568420197,73.39,26.61,False,True,False,False,False,True
MT226657,positive,137617,0,30.422,3,211,90.34639615745148,70.62,29.38,False,True,False,False,False,True
MZ573924,positive,44304,0,47.388,0,54,92.3076923076923,100.0,0.0,False,True,False,False,False,True
MW147603,negative,39459,0,48.772,0,57,94.34349578043032,3.51,96.49,False,True,False,False,False,True
MW147602,negative,52855,0,43.812,0,85,88.72575915239807,94.12,5.88,False,True,False,False,False,True
MW147601,negative,52376,0,44.02,0,84,89.46845883610814,96.43,3.57,False,True,False,False,False,True
MW147600,negative,52855,0,43.816,0,86,88.93009176047678,94.19,5.81,False,True,False,False,False,True
MW147599,negative,52854,0,43.813,0,85,88.57418549211035,95.29,4.71,False,True,False,False,False,True
MW147598,negative,54869,0,43.874,0,83,88.54726712715741,97.59,2.41,False,True,False,False,False,True
MT515757,negative,39655,0,48.738,0,43,89.86004286975161,0.0,100.0,False,True,False,False,False,True
MT828553,negative,169493,0,35.404,0,270,94.55257739257668,16.67,83.33,False,True,False,False,False,True
MT828552,negative,169375,0,35.355,0,267,94.10125461254613,15.36,84.64,False,True,False,False,False,True
MT828551,negative,169486,0,35.405,0,269,94.37947677094273,16.73,83.27,False,True,False,False,False,True
MT515756,negative,167710,0,35.353,0,267,93.75111800131178,15.36,84.64,False,True,False,False,False,True
MT515755,negative,165778,0,35.458,0,262,93.85563826321949,15.65,84.35,False,True,False,False,False,True
MT515754,negative,166974,0,35.397,0,264,93.79424341514247,15.53,84.47,False,True,False,False,False,True
MT515753,negative,165733,0,35.457,0,263,93.98973047009346,15.59,84.41,False,True,False,False,False,True
MT515752,negative,166925,0,35.36,0,267,94.11472218062003,15.36,84.64,False,True,False,False,False,True
MT515751,negative,169490,0,35.406,0,268,94.19316773850964,16.42,83.58,False,True,False,False,False,True
MT526905,negative,166935,0,35.362,0,267,94.09470752089136,15.36,84.64,False,True,False,False,False,True
MZ955866,positive,43018,0,49.742,0,60,91.55237342507787,63.33,36.67,False,True,False,False,False,True
OL505078,negative,151425,0,39.004,0,185,37.50767706785537,44.86,55.14,False,True,False,False,False,True
OL512804,negative,44148,0,46.29,1,71,91.93847965932773,70.42,29.58,False,True,False,False,True,False
OL539727,negative,45805,0,50.23,0,76,92.36764545355311,68.42,31.58,False,True,False,False,False,True
OL474141,positive,85944,0,38.803,0,128,88.28190449595084,71.88,28.12,False,True,False,False,True,False
MZ156570,positive,157697,0,44.492,0,0,0.0,0.0,0.0,False,True,False,False,False,True
MZ156569,positive,43508,0,49.492,0,0,0.0,0.0,0.0,False,True,False,False,False,True
MZ156568,positive,43511,0,49.491,0,0,0.0,0.0,0.0,False,True,False,False,False,True
MZ156567,positive,42161,0,49.57,0,0,0.0,0.0,0.0,False,True,False,False,False,True
OK275495,negative,45281,0,61.578,0,53,90.83279962898347,0.0,100.0,False,True,False,False,False,True
OK275494,negative,47500,0,62.907,0,68,187.23368421052632,45.59,54.41,False,True,False,False,True,False
OK275493,negative,63593,0,68.193,0,81,189.2975641973173,41.98,58.02,False,True,False,False,True,False
OK275492,negative,64088,0,67.776,0,84,190.48495818249907,55.95,44.05,False,True,False,False,True,False
OK258140,negative,45054,0,55.955,0,60,87.37514982021574,60.0,40.0,False,True,False,False,False,True
OK258138,negative,44322,0,61.62,0,48,90.97739271693516,0.0,100.0,False,True,False,False,False,True
MW598459,negative,170318,0,40.147,0,291,194.49265491609813,15.12,84.88,False,True,False,False,True,False
OL656105,positive,17065,0,55.429,0,32,94.49164957515383,78.12,21.88,False,True,False,False,False,True
OL652658,positive,43955,0,49.532,0,64,90.90433397793197,64.06,35.94,False,True,False,False,False,True
OL436139,positive,42600,0,49.667,0,57,91.66901408450704,70.18,29.82,False,True,False,False,True,False
OL362041,negative,169246,0,35.324,8,270,94.5322193729837,15.19,84.81,False,True,False,False,True,False
OL409034,negative,40946,0,52.271,0,47,91.6792849118351,100.0,0.0,False,True,False,False,True,False
OL348188,negative,37312,0,58.134,0,55,91.04041595197255,16.36,83.64,False,True,False,False,False,True
MZ560702,negative,166230,0,38.341,15,299,98.14654394513626,14.38,85.62,False,True,False,False,False,True
MN101229,negative,158756,0,39.644,0,252,92.39650784852226,16.27,83.73,False,True,False,False,False,True
MN101226,negative,122724,0,39.137,0,217,95.07431309279359,92.17,7.83,False,True,False,False,False,True
MN101225,negative,98975,0,39.667,0,153,92.51730234907805,76.47,23.53,False,True,False,False,False,True
OL474125,negative,44542,0,54.328,0,57,94.15832248215168,100.0,0.0,False,True,False,False,False,True
MT409176,positive,88462,0,38.866,0,133,187.12893671859104,72.18,27.82,False,True,False,False,True,False
MZ427930,positive,151618,0,30.377,4,220,98.73629780105264,75.0,25.0,False,True,False,False,False,True
MW505928,positive,29547,0,53.826,0,56,75.45605306799337,91.07,8.93,False,True,False,False,False,True
MZ504995,negative,50707,0,48.133,0,79,181.3457708008756,59.49,40.51,False,True,False,False,True,False
OK274152,negative,166608,0,35.343,11,279,96.00919523672331,15.41,84.59,False,True,False,False,False,True
MZ836210,negative,46100,0,48.156,3,78,94.45553145336225,43.59,56.41,False,True,False,False,False,True
MZ345003,negative,42891,0,59.644,0,69,194.26453102049382,85.51,14.49,False,True,False,False,True,False
OK583892,negative,43755,0,53.603,0,56,96.00731344989144,100.0,0.0,False,True,False,False,False,True
OK149171,negative,70466,0,41.116,0,74,88.7662134930321,27.03,72.97,False,True,False,False,False,True
MZ398243,negative,76631,0,41.983,1,120,90.23502237997677,21.67,78.33,False,True,False,False,False,True
KY385383,positive,69082,0,66.343,0,103,94.84815147216351,47.57,52.43,False,True,False,False,True,False
KY385382,positive,69082,0,66.347,0,103,94.84815147216351,47.57,52.43,False,True,False,False,True,False
KY385380,positive,69082,0,66.341,0,103,94.84815147216351,47.57,52.43,False,True,False,False,True,False
FJ641182,positive,69378,0,67.484,0,103,95.84017988411311,53.4,46.6,False,True,False,False,True,False
MZ514874,negative,53211,0,39.479,0,82,91.7968089304843,75.61,24.39,False,True,False,False,True,False
MZ348424,negative,171207,0,38.819,15,272,94.50606575665714,15.07,84.93,False,True,False,False,False,True
MZ348423,negative,174783,0,40.019,6,294,94.60931555128359,15.65,84.35,False,True,False,False,False,True
MZ348422,negative,253740,1,45.455,2,259,94.22992039095138,14.67,85.33,False,True,False,False,False,True
MZ348421,negative,76232,0,48.272,3,91,92.8127295623885,75.82,24.18,False,True,False,False,False,True
MZ501055,negative,39466,0,48.667,0,49,91.50661328738661,100.0,0.0,False,True,False,False,False,True
OK570375,negative,111068,0,35.425,0,173,95.21194223358663,15.03,84.97,False,True,False,False,False,True
OK570374,negative,136254,0,36.764,2,227,93.50477784138447,12.78,87.22,False,True,False,False,False,True
OL512807,negative,6658,0,43.677,0,10,79.88885551216582,100.0,0.0,False,True,False,False,True,False
OK625527,negative,45839,0,51.502,0,57,91.67739261327691,0.0,100.0,False,True,False,False,False,True
OK624832,negative,64732,0,43.161,0,101,192.24494840264475,35.64,64.36,False,True,False,False,True,False
OK562670,negative,42318,0,63.02,0,54,95.22898057564157,62.96,37.04,False,True,False,False,True,False
OK562429,negative,44764,0,53.661,0,57,93.58413010454831,100.0,0.0,False,True,False,False,False,True
OK546191,negative,41496,0,39.454,0,57,95.02602660497398,0.0,100.0,False,True,False,False,False,True
MZ675741,negative,50929,0,38.593,0,67,88.36419328869603,74.63,25.37,False,True,False,False,False,True
OK490361,positive,19611,0,47.825,0,32,180.03671408903165,68.75,31.25,False,True,False,False,True,False
OK490494,negative,43707,0,60.178,0,57,93.91401834946348,100.0,0.0,False,True,False,False,False,True
OK428602,negative,144654,0,41.893,1,193,93.86397887372627,62.69,37.31,False,True,False,False,False,True
OK663600,negative,40081,0,48.514,0,46,88.5157555949203,97.83,2.17,False,True,False,False,True,False
OK665842,negative,59762,0,65.998,0,87,90.54415849536494,35.63,64.37,False,True,False,False,True,False
OK665841,negative,32945,0,62.076,0,46,86.12536044923357,32.61,67.39,False,True,False,False,True,False
OK655936,negative,50247,0,50.787,0,78,89.61132007881068,23.08,76.92,False,True,False,False,False,True
OK210077,negative,148182,0,37.509,16,236,87.09897288469584,45.76,54.24,False,True,False,False,False,True
OK210076,negative,84075,0,39.508,19,146,93.72702943800178,11.64,88.36,False,True,False,False,False,True
OK210075,negative,61608,0,43.509,0,79,93.51869887027658,63.29,36.71,False,True,False,False,False,True
OK210074,negative,39418,0,51.142,0,50,91.7930894515196,100.0,0.0,False,True,False,False,False,True
LC644976,negative,53798,0,60.004,1,90,88.11108219636418,66.67,33.33,False,True,False,False,False,True
LC644975,negative,53192,0,60.161,1,91,89.43074146488193,68.13,31.87,False,True,False,False,True,False
LC644974,negative,51977,0,62.185,1,73,86.05537064470823,71.23,28.77,False,True,False,False,False,True
LC644973,negative,50652,0,56.047,1,72,84.42904524994077,69.44,30.56,False,True,False,False,False,True
LC644972,negative,42805,0,52.391,0,65,88.46162831444924,70.77,29.23,False,True,False,False,True,False
LC644971,negative,34100,0,61.364,0,40,89.26099706744867,80.0,20.0,False,True,False,False,False,True
MZ612110,negative,15134,0,51.625,0,23,94.98480243161094,0.0,100.0,False,True,False,False,False,True
OK138556,negative,40314,0,53.031,0,44,187.89998511683285,100.0,0.0,False,True,False,False,True,False
OK138555,negative,48841,0,50.347,0,80,90.53868675907538,23.75,76.25,False,True,False,False,True,False
OK094664,negative,47902,0,63.169,0,69,93.00864264540103,39.13,60.87,False,True,False,False,True,False
MZ501113,negative,166861,0,35.437,11,277,95.82646634024728,14.8,85.2,False,True,False,False,False,True
MZ501112,negative,60090,0,44.299,0,97,93.33000499251123,49.48,50.52,False,True,False,False,False,True
MZ501111,negative,140659,0,43.561,6,230,93.08682700715916,56.52,43.48,False,True,False,False,False,True
MZ501110,negative,58342,0,44.207,0,88,92.96390250591341,53.41,46.59,False,True,False,False,False,True
MZ501109,negative,114488,0,39.719,24,182,88.9988470407379,71.43,28.57,False,True,False,False,False,True
MZ501108,negative,114179,0,40.683,31,170,88.56795032361468,68.24,31.76,False,True,False,False,False,True
MZ501107,negative,43627,0,54.436,0,63,94.17333302771219,60.32,39.68,False,True,False,False,False,True
MZ501106,negative,166115,0,35.428,10,271,95.94196791379466,15.5,84.5,False,True,False,False,False,True
MZ501105,negative,110821,0,40.054,29,180,89.93241353173134,70.0,30.0,False,True,False,False,False,True
MZ501104,negative,60068,0,44.654,0,96,92.62003063195046,54.17,45.83,False,True,False,False,False,True
MZ501103,negative,107080,0,38.821,12,156,100.11113186402689,68.59,31.41,False,True,False,False,False,True
MZ501102,negative,137380,0,43.664,6,225,91.9668073955452,56.44,43.56,False,True,False,False,False,True
MZ501101,negative,47775,0,44.716,0,80,92.82260596546311,70.0,30.0,False,True,False,False,False,True
MZ501100,negative,150425,0,37.501,14,264,98.87585175336547,46.59,53.41,False,True,False,False,False,True
MZ501099,negative,51285,0,46.386,0,90,92.38958759871308,73.33,26.67,False,True,False,False,False,True
MZ501098,negative,170053,0,35.645,8,278,96.2276466748602,14.75,85.25,False,True,False,False,False,True
MZ501097,negative,44550,0,54.382,0,64,94.53872053872054,64.06,35.94,False,True,False,False,False,True
